"","stressor.year","stressor.months","stressor.state","stressor.stressor","stressor.stress_pct"
"2037",2016,"October-December","Illinois","Disesases",1.2
"2038",2016,"October-December","Illinois","Pesticides",5.6
"2039",2016,"October-December","Illinois","Other",3.9
"2040",2016,"October-December","Illinois","Unknown",4.8
"2041",2016,"October-December","Indiana","Varroa mites",28.2
"2042",2016,"October-December","Indiana","Other pests/parasites",9.6
"2043",2016,"October-December","Indiana","Disesases",0.2
"2044",2016,"October-December","Indiana","Pesticides",1.4
"2045",2016,"October-December","Indiana","Other",1
"2046",2016,"October-December","Indiana","Unknown",3.8
"2047",2016,"October-December","Iowa","Varroa mites",18.7
"2048",2016,"October-December","Iowa","Other pests/parasites",9.8
"2049",2016,"October-December","Iowa","Disesases",8.9
"2050",2016,"October-December","Iowa","Pesticides",9
"2051",2016,"October-December","Iowa","Other",11.4
"2052",2016,"October-December","Iowa","Unknown",6.3
"2053",2016,"October-December","Kansas","Varroa mites",29.2
"2054",2016,"October-December","Kansas","Other pests/parasites",8.3
"2055",2016,"October-December","Kansas","Disesases",0.3
"2056",2016,"October-December","Kansas","Pesticides",3.1
"2057",2016,"October-December","Kansas","Other",5.1
"2058",2016,"October-December","Kansas","Unknown",1.4
"2059",2016,"October-December","Kentucky","Varroa mites",48.2
"2060",2016,"October-December","Kentucky","Other pests/parasites",22.3
"2061",2016,"October-December","Kentucky","Disesases",3.3
"2062",2016,"October-December","Kentucky","Pesticides",3
"2063",2016,"October-December","Kentucky","Other",10.3
"2064",2016,"October-December","Kentucky","Unknown",5.7
"2065",2016,"October-December","Louisiana","Varroa mites",2.9
"2066",2016,"October-December","Louisiana","Other pests/parasites",1
"2067",2016,"October-December","Louisiana","Disesases",1
"2068",2016,"October-December","Louisiana","Pesticides",0.1
"2069",2016,"October-December","Louisiana","Other",0.7
"2070",2016,"October-December","Louisiana","Unknown",1.2
"2071",2016,"October-December","Maine","Varroa mites",10.7
"2072",2016,"October-December","Maine","Other pests/parasites",0.8
"2073",2016,"October-December","Maine","Disesases",0.1
"2074",2016,"October-December","Maine","Pesticides",NA
"2075",2016,"October-December","Maine","Other",5.8
"2076",2016,"October-December","Maine","Unknown",0.1
"2077",2016,"October-December","Maryland","Varroa mites",23.8
"2078",2016,"October-December","Maryland","Other pests/parasites",8.3
"2079",2016,"October-December","Maryland","Disesases",4.5
"2080",2016,"October-December","Maryland","Pesticides",4.6
"2081",2016,"October-December","Maryland","Other",5.8
"2082",2016,"October-December","Maryland","Unknown",0.6
"2083",2016,"October-December","Massachusetts","Varroa mites",6.1
"2084",2016,"October-December","Massachusetts","Other pests/parasites",2.6
"2085",2016,"October-December","Massachusetts","Disesases",0.4
"2086",2016,"October-December","Massachusetts","Pesticides",0.4
"2087",2016,"October-December","Massachusetts","Other",0.7
"2088",2016,"October-December","Massachusetts","Unknown",4.2
"2089",2016,"October-December","Michigan","Varroa mites",23.9
"2090",2016,"October-December","Michigan","Other pests/parasites",1.5
"2091",2016,"October-December","Michigan","Disesases",0.1
"2092",2016,"October-December","Michigan","Pesticides",2.7
"2093",2016,"October-December","Michigan","Other",4
"2094",2016,"October-December","Michigan","Unknown",0.6
"2095",2016,"October-December","Minnesota","Varroa mites",27.5
"2096",2016,"October-December","Minnesota","Other pests/parasites",7.7
"2097",2016,"October-December","Minnesota","Disesases",3.1
"2098",2016,"October-December","Minnesota","Pesticides",17.6
"2099",2016,"October-December","Minnesota","Other",5
"2100",2016,"October-December","Minnesota","Unknown",8.9
"2101",2016,"October-December","Mississippi","Varroa mites",21.9
"2102",2016,"October-December","Mississippi","Other pests/parasites",6
"2103",2016,"October-December","Mississippi","Disesases",0.1
"2104",2016,"October-December","Mississippi","Pesticides",NA
"2105",2016,"October-December","Mississippi","Other",2.1
"2106",2016,"October-December","Mississippi","Unknown",2.8
"2107",2016,"October-December","Missouri","Varroa mites",16.1
"2108",2016,"October-December","Missouri","Other pests/parasites",12.6
"2109",2016,"October-December","Missouri","Disesases",0.2
"2110",2016,"October-December","Missouri","Pesticides",NA
"2111",2016,"October-December","Missouri","Other",1.5
"2112",2016,"October-December","Missouri","Unknown",0.7
"2113",2016,"October-December","Montana","Varroa mites",59.1
"2114",2016,"October-December","Montana","Other pests/parasites",39.4
"2115",2016,"October-December","Montana","Disesases",32.9
"2116",2016,"October-December","Montana","Pesticides",13.7
"2117",2016,"October-December","Montana","Other",33.3
"2118",2016,"October-December","Montana","Unknown",33.1
"2119",2016,"October-December","Nebraska","Varroa mites",10.5
"2120",2016,"October-December","Nebraska","Other pests/parasites",1.4
"2121",2016,"October-December","Nebraska","Disesases",0.2
"2122",2016,"October-December","Nebraska","Pesticides",1.2
"2123",2016,"October-December","Nebraska","Other",0.4
"2124",2016,"October-December","Nebraska","Unknown",1.5
"2125",2016,"October-December","New Jersey","Varroa mites",28.6
"2126",2016,"October-December","New Jersey","Other pests/parasites",11.3
"2127",2016,"October-December","New Jersey","Disesases",0.4
"2128",2016,"October-December","New Jersey","Pesticides",1.9
"2129",2016,"October-December","New Jersey","Other",3.4
"2130",2016,"October-December","New Jersey","Unknown",8.6
"2131",2016,"October-December","New Mexico","Varroa mites",46.2
"2132",2016,"October-December","New Mexico","Other pests/parasites",0.3
"2133",2016,"October-December","New Mexico","Disesases",7.2
"2134",2016,"October-December","New Mexico","Pesticides",NA
"2135",2016,"October-December","New Mexico","Other",0.8
"2136",2016,"October-December","New Mexico","Unknown",0.3
"2137",2016,"October-December","New York","Varroa mites",27.8
"2138",2016,"October-December","New York","Other pests/parasites",2.2
"2139",2016,"October-December","New York","Disesases",3.6
"2140",2016,"October-December","New York","Pesticides",12.5
"2141",2016,"October-December","New York","Other",2.2
"2142",2016,"October-December","New York","Unknown",2.1
"2143",2016,"October-December","North Carolina","Varroa mites",24
"2144",2016,"October-December","North Carolina","Other pests/parasites",7.7
"2145",2016,"October-December","North Carolina","Disesases",1.8
"2146",2016,"October-December","North Carolina","Pesticides",NA
"2147",2016,"October-December","North Carolina","Other",12.5
"2148",2016,"October-December","North Carolina","Unknown",1.3
"2149",2016,"October-December","North Dakota","Varroa mites",23.5
"2150",2016,"October-December","North Dakota","Other pests/parasites",7.9
"2151",2016,"October-December","North Dakota","Disesases",1.5
"2152",2016,"October-December","North Dakota","Pesticides",0.4
"2153",2016,"October-December","North Dakota","Other",2.6
"2154",2016,"October-December","North Dakota","Unknown",2.2
"2155",2016,"October-December","Ohio","Varroa mites",42
"2156",2016,"October-December","Ohio","Other pests/parasites",18.1
"2157",2016,"October-December","Ohio","Disesases",0.8
"2158",2016,"October-December","Ohio","Pesticides",4.2
"2159",2016,"October-December","Ohio","Other",11.2
"2160",2016,"October-December","Ohio","Unknown",10.9
"2161",2016,"October-December","Oklahoma","Varroa mites",4.9
"2162",2016,"October-December","Oklahoma","Other pests/parasites",0.5
"2163",2016,"October-December","Oklahoma","Disesases",NA
"2164",2016,"October-December","Oklahoma","Pesticides",0.1
"2165",2016,"October-December","Oklahoma","Other",0.1
"2166",2016,"October-December","Oklahoma","Unknown",0.7
"2167",2016,"October-December","Oregon","Varroa mites",25.5
"2168",2016,"October-December","Oregon","Other pests/parasites",2.8
"2169",2016,"October-December","Oregon","Disesases",13
"2170",2016,"October-December","Oregon","Pesticides",2.8
"2171",2016,"October-December","Oregon","Other",2.6
"2172",2016,"October-December","Oregon","Unknown",1.3
"2173",2016,"October-December","Pennsylvania","Varroa mites",18.7
"2174",2016,"October-December","Pennsylvania","Other pests/parasites",2.6
"2175",2016,"October-December","Pennsylvania","Disesases",1
"2176",2016,"October-December","Pennsylvania","Pesticides",2.8
"2177",2016,"October-December","Pennsylvania","Other",4.9
"2178",2016,"October-December","Pennsylvania","Unknown",3.1
"2179",2016,"October-December","South Carolina","Varroa mites",29
"2180",2016,"October-December","South Carolina","Other pests/parasites",27.1
"2181",2016,"October-December","South Carolina","Disesases",23.3
"2182",2016,"October-December","South Carolina","Pesticides",24.6
"2183",2016,"October-December","South Carolina","Other",25.9
"2184",2016,"October-December","South Carolina","Unknown",1.9
"2185",2016,"October-December","South Dakota","Varroa mites",48.9
"2186",2016,"October-December","South Dakota","Other pests/parasites",5.3
"2187",2016,"October-December","South Dakota","Disesases",0.3
"2188",2016,"October-December","South Dakota","Pesticides",6
"2189",2016,"October-December","South Dakota","Other",1
"2190",2016,"October-December","South Dakota","Unknown",0.3
"2191",2016,"October-December","Tennessee","Varroa mites",19.9
"2192",2016,"October-December","Tennessee","Other pests/parasites",21.6
"2193",2016,"October-December","Tennessee","Disesases",NA
"2194",2016,"October-December","Tennessee","Pesticides",1.1
"2195",2016,"October-December","Tennessee","Other",2.2
"2196",2016,"October-December","Tennessee","Unknown",3.1
"2197",2016,"October-December","Texas","Varroa mites",33.1
"2198",2016,"October-December","Texas","Other pests/parasites",17.5
"2199",2016,"October-December","Texas","Disesases",3.2
"2200",2016,"October-December","Texas","Pesticides",3.6
"2201",2016,"October-December","Texas","Other",2.8
"2202",2016,"October-December","Texas","Unknown",1.4
"2203",2016,"October-December","Utah","Varroa mites",26.4
"2204",2016,"October-December","Utah","Other pests/parasites",0.1
"2205",2016,"October-December","Utah","Disesases",0.2
"2206",2016,"October-December","Utah","Pesticides",0.9
"2207",2016,"October-December","Utah","Other",0.7
"2208",2016,"October-December","Utah","Unknown",0.3
"2209",2016,"October-December","Vermont","Varroa mites",44.5
"2210",2016,"October-December","Vermont","Other pests/parasites",41.3
"2211",2016,"October-December","Vermont","Disesases",41.2
"2212",2016,"October-December","Vermont","Pesticides",41
"2213",2016,"October-December","Vermont","Other",0.4
"2214",2016,"October-December","Vermont","Unknown",NA
"2215",2016,"October-December","Virginia","Varroa mites",31.4
"2216",2016,"October-December","Virginia","Other pests/parasites",19.9
"2217",2016,"October-December","Virginia","Disesases",2
"2218",2016,"October-December","Virginia","Pesticides",NA
"2219",2016,"October-December","Virginia","Other",1.8
"2220",2016,"October-December","Virginia","Unknown",5.1
"2221",2016,"October-December","Washington","Varroa mites",21.4
"2222",2016,"October-December","Washington","Other pests/parasites",4.6
"2223",2016,"October-December","Washington","Disesases",3.7
"2224",2016,"October-December","Washington","Pesticides",9.1
"2225",2016,"October-December","Washington","Other",4.5
"2226",2016,"October-December","Washington","Unknown",0.3
"2227",2016,"October-December","West Virginia","Varroa mites",23.8
"2228",2016,"October-December","West Virginia","Other pests/parasites",2.3
"2229",2016,"October-December","West Virginia","Disesases",1.1
"2230",2016,"October-December","West Virginia","Pesticides",1.1
"2231",2016,"October-December","West Virginia","Other",4.3
"2232",2016,"October-December","West Virginia","Unknown",2.8
"2233",2016,"October-December","Wisconsin","Varroa mites",69.3
"2234",2016,"October-December","Wisconsin","Other pests/parasites",12.2
"2235",2016,"October-December","Wisconsin","Disesases",10
"2236",2016,"October-December","Wisconsin","Pesticides",10.6
"2237",2016,"October-December","Wisconsin","Other",10.6
"2238",2016,"October-December","Wisconsin","Unknown",46.2
"2239",2016,"October-December","Wyoming","Varroa mites",32.2
"2240",2016,"October-December","Wyoming","Other pests/parasites",1.6
"2241",2016,"October-December","Wyoming","Disesases",3.1
"2242",2016,"October-December","Wyoming","Pesticides",5.2
"2243",2016,"October-December","Wyoming","Other",1.1
"2244",2016,"October-December","Wyoming","Unknown",NA
"2245",2016,"October-December","Other States","Varroa mites",24.1
"2246",2016,"October-December","Other States","Other pests/parasites",9.3
"2247",2016,"October-December","Other States","Disesases",9.3
"2248",2016,"October-December","Other States","Pesticides",9.6
"2249",2016,"October-December","Other States","Other",2.3
"2250",2016,"October-December","Other States","Unknown",1.4
"2251",2016,"October-December","United States","Varroa mites",46.6
"2252",2016,"October-December","United States","Other pests/parasites",16.9
"2253",2016,"October-December","United States","Disesases",8.3
"2254",2016,"October-December","United States","Pesticides",9.4
"2255",2016,"October-December","United States","Other",10.1
"2256",2016,"October-December","United States","Unknown",6.4
"2257",2017,"January-March","Alabama","Varroa mites",15.3
"2258",2017,"January-March","Alabama","Other pests/parasites",10.9
"2259",2017,"January-March","Alabama","Disesases",0.2
"2260",2017,"January-March","Alabama","Pesticides",3.6
"2261",2017,"January-March","Alabama","Other",7.5
"2262",2017,"January-March","Alabama","Unknown",10.4
"2263",2017,"January-March","Arizona","Varroa mites",35.6
"2264",2017,"January-March","Arizona","Other pests/parasites",2.1
"2265",2017,"January-March","Arizona","Disesases",3.8
"2266",2017,"January-March","Arizona","Pesticides",1.7
"2267",2017,"January-March","Arizona","Other",6.5
"2268",2017,"January-March","Arizona","Unknown",2.1
"2269",2017,"January-March","Arkansas","Varroa mites",23.7
"2270",2017,"January-March","Arkansas","Other pests/parasites",13.8
"2271",2017,"January-March","Arkansas","Disesases",NA
"2272",2017,"January-March","Arkansas","Pesticides",0.3
"2273",2017,"January-March","Arkansas","Other",3.6
"2274",2017,"January-March","Arkansas","Unknown",0.6
"2275",2017,"January-March","California","Varroa mites",38
"2276",2017,"January-March","California","Other pests/parasites",12.8
"2277",2017,"January-March","California","Disesases",7.6
"2278",2017,"January-March","California","Pesticides",9.2
"2279",2017,"January-March","California","Other",6.6
"2280",2017,"January-March","California","Unknown",6.3
"2281",2017,"January-March","Colorado","Varroa mites",17
"2282",2017,"January-March","Colorado","Other pests/parasites",NA
"2283",2017,"January-March","Colorado","Disesases",NA
"2284",2017,"January-March","Colorado","Pesticides",0.9
"2285",2017,"January-March","Colorado","Other",2.6
"2286",2017,"January-March","Colorado","Unknown",0.4
"2287",2017,"January-March","Connecticut","Varroa mites",51.5
"2288",2017,"January-March","Connecticut","Other pests/parasites",1.5
"2289",2017,"January-March","Connecticut","Disesases",NA
"2290",2017,"January-March","Connecticut","Pesticides",NA
"2291",2017,"January-March","Connecticut","Other",6.1
"2292",2017,"January-March","Connecticut","Unknown",5.6
"2293",2017,"January-March","Florida","Varroa mites",37.6
"2294",2017,"January-March","Florida","Other pests/parasites",14.8
"2295",2017,"January-March","Florida","Disesases",1.5
"2296",2017,"January-March","Florida","Pesticides",14.2
"2297",2017,"January-March","Florida","Other",6.2
"2298",2017,"January-March","Florida","Unknown",17.9
"2299",2017,"January-March","Georgia","Varroa mites",35.3
"2300",2017,"January-March","Georgia","Other pests/parasites",7
"2301",2017,"January-March","Georgia","Disesases",0.2
"2302",2017,"January-March","Georgia","Pesticides",2.6
"2303",2017,"January-March","Georgia","Other",4.4
"2304",2017,"January-March","Georgia","Unknown",1.8
"2305",2017,"January-March","Hawaii","Varroa mites",1.2
"2306",2017,"January-March","Hawaii","Other pests/parasites",2.1
"2307",2017,"January-March","Hawaii","Disesases",0.2
"2308",2017,"January-March","Hawaii","Pesticides",NA
"2309",2017,"January-March","Hawaii","Other",0.1
"2310",2017,"January-March","Hawaii","Unknown",0.1
"2311",2017,"January-March","Idaho","Varroa mites",74.2
"2312",2017,"January-March","Idaho","Other pests/parasites",42.3
"2313",2017,"January-March","Idaho","Disesases",42.3
"2314",2017,"January-March","Idaho","Pesticides",21.2
"2315",2017,"January-March","Idaho","Other",1.7
"2316",2017,"January-March","Idaho","Unknown",0.4
"2317",2017,"January-March","Illinois","Varroa mites",24.3
"2318",2017,"January-March","Illinois","Other pests/parasites",11.8
"2319",2017,"January-March","Illinois","Disesases",0.6
"2320",2017,"January-March","Illinois","Pesticides",4.2
"2321",2017,"January-March","Illinois","Other",10.2
"2322",2017,"January-March","Illinois","Unknown",7.9
"2323",2017,"January-March","Indiana","Varroa mites",15.8
"2324",2017,"January-March","Indiana","Other pests/parasites",8
"2325",2017,"January-March","Indiana","Disesases",5.2
"2326",2017,"January-March","Indiana","Pesticides",4.1
"2327",2017,"January-March","Indiana","Other",10.4
"2328",2017,"January-March","Indiana","Unknown",7.1
"2329",2017,"January-March","Iowa","Varroa mites",33.6
"2330",2017,"January-March","Iowa","Other pests/parasites",8.3
"2331",2017,"January-March","Iowa","Disesases",8.4
"2332",2017,"January-March","Iowa","Pesticides",12
"2333",2017,"January-March","Iowa","Other",11.9
"2334",2017,"January-March","Iowa","Unknown",11.7
"2335",2017,"January-March","Kansas","Varroa mites",47.1
"2336",2017,"January-March","Kansas","Other pests/parasites",2.9
"2337",2017,"January-March","Kansas","Disesases",NA
"2338",2017,"January-March","Kansas","Pesticides",3.6
"2339",2017,"January-March","Kansas","Other",16.4
"2340",2017,"January-March","Kansas","Unknown",14.3
"2341",2017,"January-March","Kentucky","Varroa mites",31.9
"2342",2017,"January-March","Kentucky","Other pests/parasites",11.5
"2343",2017,"January-March","Kentucky","Disesases",0.4
"2344",2017,"January-March","Kentucky","Pesticides",3.8
"2345",2017,"January-March","Kentucky","Other",16
"2346",2017,"January-March","Kentucky","Unknown",7.5
"2347",2017,"January-March","Louisiana","Varroa mites",20.5
"2348",2017,"January-March","Louisiana","Other pests/parasites",8.5
"2349",2017,"January-March","Louisiana","Disesases",0.1
"2350",2017,"January-March","Louisiana","Pesticides",2.2
"2351",2017,"January-March","Louisiana","Other",5.2
"2352",2017,"January-March","Louisiana","Unknown",2.3
"2353",2017,"January-March","Maine","Varroa mites",23.9
"2354",2017,"January-March","Maine","Other pests/parasites",20.9
"2355",2017,"January-March","Maine","Disesases",30.5
"2356",2017,"January-March","Maine","Pesticides",8.1
"2357",2017,"January-March","Maine","Other",26.3
"2358",2017,"January-March","Maine","Unknown",NA
"2359",2017,"January-March","Maryland","Varroa mites",11.3
"2360",2017,"January-March","Maryland","Other pests/parasites",3.3
"2361",2017,"January-March","Maryland","Disesases",1
"2362",2017,"January-March","Maryland","Pesticides",1
"2363",2017,"January-March","Maryland","Other",11.9
"2364",2017,"January-March","Maryland","Unknown",4.3
"2365",2017,"January-March","Massachusetts","Varroa mites",32
"2366",2017,"January-March","Massachusetts","Other pests/parasites",5.6
"2367",2017,"January-March","Massachusetts","Disesases",2.9
"2368",2017,"January-March","Massachusetts","Pesticides",4.5
"2369",2017,"January-March","Massachusetts","Other",10.5
"2370",2017,"January-March","Massachusetts","Unknown",5.2
"2371",2017,"January-March","Michigan","Varroa mites",7.9
"2372",2017,"January-March","Michigan","Other pests/parasites",0.3
"2373",2017,"January-March","Michigan","Disesases",NA
"2374",2017,"January-March","Michigan","Pesticides",1.9
"2375",2017,"January-March","Michigan","Other",1.1
"2376",2017,"January-March","Michigan","Unknown",3.9
"2377",2017,"January-March","Minnesota","Varroa mites",2.1
"2378",2017,"January-March","Minnesota","Other pests/parasites",0.4
"2379",2017,"January-March","Minnesota","Disesases",0.1
"2380",2017,"January-March","Minnesota","Pesticides",1
"2381",2017,"January-March","Minnesota","Other",8.8
"2382",2017,"January-March","Minnesota","Unknown",5.8
"2383",2017,"January-March","Mississippi","Varroa mites",41.7
"2384",2017,"January-March","Mississippi","Other pests/parasites",35.3
"2385",2017,"January-March","Mississippi","Disesases",NA
"2386",2017,"January-March","Mississippi","Pesticides",0.1
"2387",2017,"January-March","Mississippi","Other",0.5
"2388",2017,"January-March","Mississippi","Unknown",1.4
"2389",2017,"January-March","Missouri","Varroa mites",16.2
"2390",2017,"January-March","Missouri","Other pests/parasites",15.2
"2391",2017,"January-March","Missouri","Disesases",0.5
"2392",2017,"January-March","Missouri","Pesticides",2.6
"2393",2017,"January-March","Missouri","Other",5.4
"2394",2017,"January-March","Missouri","Unknown",5.3
"2395",2017,"January-March","Montana","Varroa mites",34
"2396",2017,"January-March","Montana","Other pests/parasites",13.6
"2397",2017,"January-March","Montana","Disesases",NA
"2398",2017,"January-March","Montana","Pesticides",2.3
"2399",2017,"January-March","Montana","Other",5.6
"2400",2017,"January-March","Montana","Unknown",0.1
"2401",2017,"January-March","Nebraska","Varroa mites",14.9
"2402",2017,"January-March","Nebraska","Other pests/parasites",0.3
"2403",2017,"January-March","Nebraska","Disesases",0.4
"2404",2017,"January-March","Nebraska","Pesticides",NA
"2405",2017,"January-March","Nebraska","Other",2.2
"2406",2017,"January-March","Nebraska","Unknown",1.2
"2407",2017,"January-March","New Jersey","Varroa mites",16.3
"2408",2017,"January-March","New Jersey","Other pests/parasites",0.7
"2409",2017,"January-March","New Jersey","Disesases",0.3
"2410",2017,"January-March","New Jersey","Pesticides",0.1
"2411",2017,"January-March","New Jersey","Other",0.8
"2412",2017,"January-March","New Jersey","Unknown",0.6
"2413",2017,"January-March","New Mexico","Varroa mites",93.9
"2414",2017,"January-March","New Mexico","Other pests/parasites",NA
"2415",2017,"January-March","New Mexico","Disesases",87.4
"2416",2017,"January-March","New Mexico","Pesticides",NA
"2417",2017,"January-March","New Mexico","Other",2
"2418",2017,"January-March","New Mexico","Unknown",NA
"2419",2017,"January-March","New York","Varroa mites",20.4
"2420",2017,"January-March","New York","Other pests/parasites",9.4
"2421",2017,"January-March","New York","Disesases",9.8
"2422",2017,"January-March","New York","Pesticides",4.4
"2423",2017,"January-March","New York","Other",13.2
"2424",2017,"January-March","New York","Unknown",10.9
"2425",2017,"January-March","North Carolina","Varroa mites",34.7
"2426",2017,"January-March","North Carolina","Other pests/parasites",17.4
"2427",2017,"January-March","North Carolina","Disesases",0.2
"2428",2017,"January-March","North Carolina","Pesticides",1.5
"2429",2017,"January-March","North Carolina","Other",7.2
"2430",2017,"January-March","North Carolina","Unknown",3.9
"2431",2017,"January-March","North Dakota","Varroa mites",0.8
"2432",2017,"January-March","North Dakota","Other pests/parasites",NA
"2433",2017,"January-March","North Dakota","Disesases",NA
"2434",2017,"January-March","North Dakota","Pesticides",NA
"2435",2017,"January-March","North Dakota","Other",0.2
"2436",2017,"January-March","North Dakota","Unknown",0.1
"2437",2017,"January-March","Ohio","Varroa mites",25.8
"2438",2017,"January-March","Ohio","Other pests/parasites",11.6
"2439",2017,"January-March","Ohio","Disesases",0.6
"2440",2017,"January-March","Ohio","Pesticides",0.1
"2441",2017,"January-March","Ohio","Other",5.2
"2442",2017,"January-March","Ohio","Unknown",16.5
"2443",2017,"January-March","Oklahoma","Varroa mites",11.9
"2444",2017,"January-March","Oklahoma","Other pests/parasites",1
"2445",2017,"January-March","Oklahoma","Disesases",NA
"2446",2017,"January-March","Oklahoma","Pesticides",0.1
"2447",2017,"January-March","Oklahoma","Other",0.5
"2448",2017,"January-March","Oklahoma","Unknown",0.3
"2449",2017,"January-March","Oregon","Varroa mites",28.7
"2450",2017,"January-March","Oregon","Other pests/parasites",8.5
"2451",2017,"January-March","Oregon","Disesases",10.1
"2452",2017,"January-March","Oregon","Pesticides",9.1
"2453",2017,"January-March","Oregon","Other",15.4
"2454",2017,"January-March","Oregon","Unknown",8.5
"2455",2017,"January-March","Pennsylvania","Varroa mites",21
"2456",2017,"January-March","Pennsylvania","Other pests/parasites",2.4
"2457",2017,"January-March","Pennsylvania","Disesases",0.8
"2458",2017,"January-March","Pennsylvania","Pesticides",2.9
"2459",2017,"January-March","Pennsylvania","Other",3.6
"2460",2017,"January-March","Pennsylvania","Unknown",7.3
"2461",2017,"January-March","South Carolina","Varroa mites",12.6
"2462",2017,"January-March","South Carolina","Other pests/parasites",5.3
"2463",2017,"January-March","South Carolina","Disesases",0.4
"2464",2017,"January-March","South Carolina","Pesticides",1.1
"2465",2017,"January-March","South Carolina","Other",2.7
"2466",2017,"January-March","South Carolina","Unknown",1.8
"2467",2017,"January-March","South Dakota","Varroa mites",2.9
"2468",2017,"January-March","South Dakota","Other pests/parasites",NA
"2469",2017,"January-March","South Dakota","Disesases",NA
"2470",2017,"January-March","South Dakota","Pesticides",NA
"2471",2017,"January-March","South Dakota","Other",0.2
"2472",2017,"January-March","South Dakota","Unknown",0.3
"2473",2017,"January-March","Tennessee","Varroa mites",28.6
"2474",2017,"January-March","Tennessee","Other pests/parasites",12.6
"2475",2017,"January-March","Tennessee","Disesases",0.9
"2476",2017,"January-March","Tennessee","Pesticides",2.4
"2477",2017,"January-March","Tennessee","Other",8.1
"2478",2017,"January-March","Tennessee","Unknown",7
"2479",2017,"January-March","Texas","Varroa mites",36.2
"2480",2017,"January-March","Texas","Other pests/parasites",22.5
"2481",2017,"January-March","Texas","Disesases",2
"2482",2017,"January-March","Texas","Pesticides",5.1
"2483",2017,"January-March","Texas","Other",3.5
"2484",2017,"January-March","Texas","Unknown",3.6
"2485",2017,"January-March","Utah","Varroa mites",38.7
"2486",2017,"January-March","Utah","Other pests/parasites",NA
"2487",2017,"January-March","Utah","Disesases",0.1
"2488",2017,"January-March","Utah","Pesticides",NA
"2489",2017,"January-March","Utah","Other",2
"2490",2017,"January-March","Utah","Unknown",0.3
"2491",2017,"January-March","Vermont","Varroa mites",6
"2492",2017,"January-March","Vermont","Other pests/parasites",0.7
"2493",2017,"January-March","Vermont","Disesases",2.1
"2494",2017,"January-March","Vermont","Pesticides",0.2
"2495",2017,"January-March","Vermont","Other",0.9
"2496",2017,"January-March","Vermont","Unknown",2.1
"2497",2017,"January-March","Virginia","Varroa mites",21.4
"2498",2017,"January-March","Virginia","Other pests/parasites",12.8
"2499",2017,"January-March","Virginia","Disesases",2.8
"2500",2017,"January-March","Virginia","Pesticides",3.2
"2501",2017,"January-March","Virginia","Other",7.4
"2502",2017,"January-March","Virginia","Unknown",8.4
"2503",2017,"January-March","Washington","Varroa mites",6.8
"2504",2017,"January-March","Washington","Other pests/parasites",0.1
"2505",2017,"January-March","Washington","Disesases",NA
"2506",2017,"January-March","Washington","Pesticides",NA
"2507",2017,"January-March","Washington","Other",8.1
"2508",2017,"January-March","Washington","Unknown",4.4
"2509",2017,"January-March","West Virginia","Varroa mites",15.8
"2510",2017,"January-March","West Virginia","Other pests/parasites",1
"2511",2017,"January-March","West Virginia","Disesases",0.2
"2512",2017,"January-March","West Virginia","Pesticides",NA
"2513",2017,"January-March","West Virginia","Other",11.9
"2514",2017,"January-March","West Virginia","Unknown",1.3
"2515",2017,"January-March","Wisconsin","Varroa mites",19
"2516",2017,"January-March","Wisconsin","Other pests/parasites",1.9
"2517",2017,"January-March","Wisconsin","Disesases",1.1
"2518",2017,"January-March","Wisconsin","Pesticides",2
"2519",2017,"January-March","Wisconsin","Other",4
"2520",2017,"January-March","Wisconsin","Unknown",10.5
"2521",2017,"January-March","Wyoming","Varroa mites",0.2
"2522",2017,"January-March","Wyoming","Other pests/parasites",NA
"2523",2017,"January-March","Wyoming","Disesases",0.2
"2524",2017,"January-March","Wyoming","Pesticides",NA
"2525",2017,"January-March","Wyoming","Other",0.6
"2526",2017,"January-March","Wyoming","Unknown",NA
"2527",2017,"January-March","Other States","Varroa mites",3.4
"2528",2017,"January-March","Other States","Other pests/parasites",0.8
"2529",2017,"January-March","Other States","Disesases",6.6
"2530",2017,"January-March","Other States","Pesticides",2.6
"2531",2017,"January-March","Other States","Other",1.8
"2532",2017,"January-March","Other States","Unknown",2.5
"2533",2017,"January-March","United States","Varroa mites",42.2
"2534",2017,"January-March","United States","Other pests/parasites",15.6
"2535",2017,"January-March","United States","Disesases",7.1
"2536",2017,"January-March","United States","Pesticides",8.9
"2537",2017,"January-March","United States","Other",7.2
"2538",2017,"January-March","United States","Unknown",7.4
"2539",2017,"April-June","Alabama","Varroa mites",17.9
"2540",2017,"April-June","Alabama","Other pests/parasites",13.6
"2541",2017,"April-June","Alabama","Disesases",NA
"2542",2017,"April-June","Alabama","Pesticides",4.2
"2543",2017,"April-June","Alabama","Other",9.4
"2544",2017,"April-June","Alabama","Unknown",5.3
"2545",2017,"April-June","Arizona","Varroa mites",57.8
"2546",2017,"April-June","Arizona","Other pests/parasites",15.6
"2547",2017,"April-June","Arizona","Disesases",19.4
"2548",2017,"April-June","Arizona","Pesticides",12.2
"2549",2017,"April-June","Arizona","Other",20.1
"2550",2017,"April-June","Arizona","Unknown",0.7
"2551",2017,"April-June","Arkansas","Varroa mites",24.5
"2552",2017,"April-June","Arkansas","Other pests/parasites",12.2
"2553",2017,"April-June","Arkansas","Disesases",2.4
"2554",2017,"April-June","Arkansas","Pesticides",4.9
"2555",2017,"April-June","Arkansas","Other",3.4
